7JDEV3KL9S,Wapato,2025,VOLVO,EX90,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,277350608,POINT (-120.42083 46.44779),PACIFICORP,,,,
5YJ3E1EB4K,Seattle,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,174870062,POINT (-122.34468 47.61578),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),,,,
5YJXCBE41J,Yakima,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,209125255,POINT (-120.47777 46.55666),PACIFICORP,,,,
5YJSA1E5XN,Bremerton,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,196425127,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,,,,
5YJSA1E27K,Yakima,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,270,474882180,POINT (-120.51904 46.59783),PACIFICORP,,,,
WBY7Z2C56J,Kent,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,114,167374784,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),,,,
KNDJX3AE5H,Bellevue,2017,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,349787371,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),,,,
7SAYGAEE3N,Yakima,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,216932075,POINT (-120.51904 46.59783),PACIFICORP,,,,
5YJ3E1EA6H,Duvall,2017,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,209203578,POINT (-121.98609 47.74068),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),,,,
5YJXCDE2XJ,Mount Vernon,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,475226090,POINT (-122.32355 48.41566),PUGET SOUND ENERGY INC,,,,
WBY1Z2C52E,Poulsbo,2014,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,163895798,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,,,,
1G1RC6S52H,College Place,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,122251678,POINT (-118.38864 46.03456),PACIFICORP,,,,
5UX43EU03S,Orondo,2025,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40,274125911,POINT (-120.22795 47.62353),PUD NO 1 OF DOUGLAS COUNTY,,,,
WA1E2AFY9P,Tulalip,2023,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,232919305,POINT (-122.1677 48.11026),PUGET SOUND ENERGY INC,,,,
JTMEB3FV3R,Olympia,2024,TOYOTA,RAV4 PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,260677511,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,,,,
1V25MPE86R,Lacey,2024,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,277263192,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,,,,
1N4AZ1CP3J,Suquamish,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,218882212,POINT (-122.55242 47.73162),PUGET SOUND ENERGY INC,,,,
KNDC3DLCXN,Yakima,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,219969144,POINT (-120.60199 46.59817),PACIFICORP,,,,
JTJHKCFZ6N,Oak Harbor,2022,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,207405397,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,,,,
5YJ3E1EB1J,Seattle,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,183328967,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),,,,
1FADP5CU8D,Tumwater,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,161059524,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,,,,
1N4AZ1CP1J,Seattle,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,238473847,POINT (-122.35029 47.71871),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),,,,
5YJ3E1EBXJ,Kent,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,468442516,POINT (-122.09124 47.33778),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),,,,
1N4AZ0CP8D,Redmond,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,102666784,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),,,,
KM8K53AG8L,Bremerton,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,120214083,POINT (-122.61273 47.57428),PUGET SOUND ENERGY INC,,,,
5YJ3E1EB6J,Kent,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,474024960,POINT (-122.09124 47.33778),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),,,,
3GPKHZRJ5R,Yakima,2024,HONDA,PROLOGUE,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,267936700,POINT (-120.51904 46.59783),PACIFICORP,,,,
1C4RJYE62P,Poulsbo,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,277080163,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,,,,
5YJ3E1EB5L,Yakima,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,237967131,POINT (-120.50729 46.60464),PACIFICORP,,,,
5UXKT0C55G,College Place,2016,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,156022338,POINT (-118.38864 46.03456),PACIFICORP,,,,
5YJYGDEE6L,Clinton,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,125931403,POINT (-122.35803 47.9796),PUGET SOUND ENERGY INC,,,,
5YJ3E1EA3K,Olympia,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,298828463,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,,,,
1N4AZ0CP9F,Edmonds,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,109514527,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,,,,
1N4AZ0CP5F,Lynnwood,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,177857186,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,,,,
WA1E2AFY9S,Bainbridge Island,2025,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,28,276812707,POINT (-122.521 47.62732),PUGET SOUND ENERGY INC,,,,
